id_manufacturer,cocoa_percent,ingredients,review_date,rating
309,70%,"3- B,S,C",2019,3.5
310,70%,"2- B,S",2014,3.5
310,70%,"2- B,S",2015,3
310,70%,"2- B,S",2015,3.25
310,70%,"2- B,S",2015,3.25
310,70%,"2- B,S",2015,3.5
310,70%,"2- B,S",2015,3.5
310,70%,"2- B,S",2016,3.25
310,70%,"2- B,S",2017,3.25
310,70%,"2- B,S",2017,3.5
310,70%,"3- B,S,C",2017,4
310,70%,"3- B,S,C",2018,3.75
310,70%,"3- B,S,C",2019,3.25
310,70%,"3- B,S,C",2019,3.25
310,70%,"3- B,S,C",2021,3.5
310,70%,"3- B,S,C",2021,3.75
311,71%,"3- B,S,C",2014,3.5
312,70%,"2- B,S",2016,3
313,75%,"2- B,S",2012,2.75
313,74%,"2- B,S",2012,3
313,65%,"2- B,S",2012,3.5
313,68%,"2- B,S",2012,3.5
313,68%,"2- B,S",2012,3.5
313,68%,"2- B,S",2012,3.75
314,85%,"4- B,S,C,V",2007,3
315,72%,"2- B,S",2020,2.5
315,72%,"2- B,S",2020,3
315,72%,"2- B,S",2020,3
316,65%,"5- B,S,C,V,L",2013,2.5
317,71%,"4- B,S,C,V",2013,3
317,72%,"4- B,S,C,V",2013,3
317,70%,"4- B,S,C,V",2013,3.5
317,65%,"4- B,S,C,V",2014,3.25
317,70%,"2- B,S",2014,3.75
317,75%,"4- B,S,C,V",2014,3.75
318,70%,"3- B,S,C",2021,2.75
318,75%,"3- B,S,C",2021,3
319,75%,"2- B,S",2015,2
320,75%,"2- B,S",2018,2.5
320,70%,"2- B,S",2018,3
320,80%,"2- B,S",2018,3.25
320,78%,"2- B,S",2018,3.5
321,81%,"2- B,S",2017,3.25
321,70%,"2- B,S",2018,3
321,70%,"3- B,S,C",2021,3.25
322,72%,"3- B,S,C",2020,3.25
323,46%,"5- B,S,C,V,L",2010,2.75
323,60%,"5- B,S,C,V,L",2010,3
323,58%,"5- B,S,C,V,L",2010,3
323,65%,"5- B,S,C,V,L",2010,3.5
324,72%,"3- B,S,C",2020,3
324,73%,"3- B,S,C",2020,3.25
324,75%,"3- B,S,C",2020,3.25
324,68%,"3- B,S,C",2020,3.25
324,67%,"3- B,S,C",2020,3.5
325,55%,NA,2010,2.25
325,70%,NA,2011,1.5
326,75%,"3- B,S,C",2019,2.5
326,75%,"3- B,S,C",2019,2.75
327,67%,"5- B,S,C,V,L",2008,3.5
327,75%,"5- B,S,C,V,L",2008,3.5
327,70%,"5- B,S,C,V,L",2008,3.75
327,63%,"5- B,S,C,V,L",2008,4
328,70%,"2- B,S",2021,2.5
329,72%,"4- B,S,C,V",2010,2.75
329,70%,"4- B,S,C,V",2011,2.5
329,70%,"4- B,S,C,V",2011,2.75
329,70%,"4- B,S,C,V",2012,3.25
329,70%,"4- B,S,C,V",2012,3.25
329,70%,"4- B,S,C,V",2012,3.5
329,70%,"4- B,S,C,V",2013,2.75
329,70%,"4- B,S,C,V",2013,2.75
329,70%,"4- B,S,C,V",2013,2.75
329,70%,"4- B,S,C,V",2013,3.5
329,73%,"2- B,S",2017,3.5
330,75%,"4- B,S,C,V",2008,2
330,70%,"4- B,S,V,L",2008,3
330,70%,"5- B,S,C,V,L",2008,3.25
330,70%,"5- B,S,C,V,L",2008,3.75
331,70%,"4- B,S,C,L",2010,2
332,75%,"4- B,S,C,L",2007,2.75
332,73%,"4- B,S,C,L",2007,3.5
333,65%,"5- B,S,C,V,L",2013,3.5
334,70%,"3- B,S*,C",2018,2.75
335,55%,"5- B,S,C,V,L",2009,2.75
335,55%,"5- B,S,C,V,L",2010,3.5
336,70%,"3- B,S,C",2016,3
337,74%,"3- B,S,C",2012,3.75
337,74%,"3- B,S,C",2014,2.5
337,74%,"3- B,S,C",2014,2.75
337,74%,"2- B,S",2015,2.5
338,70%,"4- B,S,C,L",2014,2.75
339,72%,"3- B,S,C",2012,2.75
339,72%,"3- B,S,C",2012,3
339,72%,"3- B,S,C",2012,3.25
339,72%,"3- B,S,C",2012,3.25
339,72%,"3- B,S,C",2013,3.75
339,72%,"3- B,S,C",2015,3.5
339,72%,"3- B,S,C",2015,3.75
339,70%,"3- B,S,C",2017,3.25
339,70%,"3- B,S,C",2019,3.5
340,70%,"2- B,S",2012,3.25
340,70%,"2- B,S",2012,3.25
340,70%,"2- B,S",2012,3.5
340,85%,"2- B,S",2014,3.5
340,70%,"2- B,S",2014,3.75
340,70%,"3- B,S,C",2016,3.5
340,70%,"3- B,S,C",2016,3.75
341,70%,"3- B,S,C",2015,2.75
341,75%,"3- B,S,C",2015,2.75
341,72%,"3- B,S,C",2015,3
341,70%,"3- B,S,C",2015,3.5
341,62%,"3- B,S,C",2015,3.5
341,70%,"3- B,S,C",2015,3.5
341,70%,"3- B,S,C",2015,3.5
341,68%,"3- B,S,C",2015,3.5
341,78%,"3- B,S,C",2015,3.5
341,75%,"3- B,S,C",2016,3.25
341,73%,"2- B,S",2017,3
341,72%,"3- B,S,C",2018,3
341,72%,"3- B,S,C",2018,3.25
341,72%,"3- B,S,C",2018,3.5
342,70%,"3- B,S,C",2016,2.75
342,80%,"3- B,S,C",2021,3.25
342,70%,"3- B,S,C",2021,3.5
343,72%,"3- B,S,C",2021,2.75
343,72%,"3- B,S,C",2021,2.75
343,72%,"3- B,S,C",2021,3.25
344,75%,"2- B,S",2016,3.25
345,75%,"2- B,S",2018,2.75
346,80%,"3- B,S,C",2012,3
346,76%,"3- B,S,C",2012,3.5
346,72%,"3- B,S,C",2012,3.5
346,70%,"3- B,S,C",2012,3.5
346,78%,"3- B,S,C",2012,3.5
346,74%,"3- B,S,C",2012,3.5
346,75%,"3- B,S,C",2013,3.5
346,85%,"2- B,S",2015,3.25
346,68%,"2- B,S",2015,3.5
346,70%,"2- B,S",2015,3.75
346,75%,"3- B,S,C",2018,3.5
347,65%,NA,2010,3
347,65%,NA,2010,3
347,65%,NA,2010,3.25
347,65%,NA,2010,3.5
348,74%,"4- B,S,C,V",2013,2.25
348,89%,"4- B,S,C,V",2013,2.5
349,76%,"3- B,S,C",2016,2.75
349,82%,"3- B,S,C",2016,3
349,74%,"3- B,S,C",2016,3.25
350,81%,"2- B,S",2010,2.75
350,75%,"2- B,S",2010,3
350,70%,"2- B,S",2010,3.25
350,81%,"2- B,S",2011,2.75
350,71%,"2- B,S",2011,2.75
350,76%,"2- B,S",2011,3
350,70%,"2- B,S",2011,3
350,75%,"2- B,S",2011,3
350,73%,"2- B,S",2011,3.25
350,72%,"2- B,S",2011,3.5
350,70%,"2- B,S",2011,3.5
350,74%,"2- B,S",2011,3.75
350,72%,"2- B,S",2012,2.5
350,73%,"2- B,S",2012,2.75
350,73%,"2- B,S",2012,3.5
350,75%,"2- B,S",2014,3.75
350,76%,"2- B,S",2015,3
350,74%,"2- B,S",2015,3.25
351,72%,"3- B,S,C",2013,3.5
351,70%,"3- B,S,C",2013,3.75
351,68%,"3- B,S,C",2013,4
351,74%,"3- B,S,C",2013,4
352,70%,"3- B,S,C",2021,3.5
353,70%,"2- B,S",2014,3.25
353,70%,"2- B,S",2014,3.25
353,82%,"2- B,S",2014,3.25
353,63%,"3- B,S,C",2014,3.5
353,70%,"3- B,S,C",2020,3
353,75%,"3- B,S,C",2020,3
353,65%,"3- B,S,C",2020,3.25
354,72%,"2- B,S",2016,3
355,70%,"3- B,S,C",2020,2.5
355,70%,"3- B,S,C",2020,3.25
356,70%,"2- B,S",2014,2.5
356,70%,"2- B,S",2014,2.75
356,70%,"2- B,S",2014,3
356,70%,"2- B,S",2014,3
356,70%,"2- B,S",2014,3.5
357,85%,"2- B,S*",2019,2.5
357,70%,"2- B,S*",2019,2.75
357,70%,"2- B,S*",2019,3.25
357,70%,"2- B,S*",2019,3.25
358,80%,"4- B,S,C,L",2012,2.5
358,72%,"4- B,S,C,L",2012,2.5
359,80%,"3- B,S,C",2014,3.25
359,70%,"3- B,S,C",2014,3.25
359,70%,"3- B,S,C",2014,3.5
359,80%,"3- B,S,C",2014,3.5
359,80%,"3- B,S,C",2015,2.75
359,70%,"3- B,S,C",2015,3
360,75%,"3- B,S,C",2018,2.5
361,70%,"3- B,S,C",2014,3
361,72%,"3- B,S,C",2014,3.5
361,72%,"3- B,S,C",2018,3.25
361,67%,"3- B,S,C",2018,3.75
362,70%,"3- B,S,V",2015,3.5
363,70%,"3- B,S,C",2018,3.5
364,60%,"4- B,S,C,V",2006,2
364,85%,"4- B,S,C,V",2006,2
364,99%,"4- B,S,C,V",2006,2
364,70%,"4- B,S,C,V",2006,3
364,67%,"4- B,S,C,V",2006,3.75
364,65%,"4- B,S,C,V",2006,3.75
364,64%,"4- B,S,C,V",2006,3.75
364,66%,"4- B,S,C,V",2007,3.5
364,67%,"4- B,S,C,V",2007,3.5
364,66%,"4- B,S,C,V",2012,3.75
364,69%,"4- B,S,C,V",2017,3.25
364,70%,"4- B,S,C,V",2019,3
364,70%,"4- B,S,C,V",2019,3.5
365,65%,"4- B,S*,C,Sa",2012,1.5
365,75%,"4- B,S*,C,Sa",2012,2
365,70%,"4- B,S*,C,Sa",2012,2.5
365,75%,"3- B,S*,Sa",2013,2.5
365,80%,"4- B,S,C,Sa",2013,3.25
365,75%,"3- B,S,C",2015,3.25
365,80%,"3- B,S,C",2015,3.5
365,70%,"3- B,S,C",2015,3.5
365,70%,"3- B,S,C",2015,3.5
365,75%,"3- B,S,C",2015,3.75
365,75%,"3- B,S,C",2015,3.75
366,70%,"3- B,S,C",2018,3
366,70%,"3- B,S,C",2018,3.25
366,70%,"3- B,S,C",2018,3.25
366,70%,"3- B,S,C",2018,3.5
367,70%,"4- B,S,C,V",2012,3.5
367,70%,"4- B,S,C,V",2013,2.5
368,70%,"3- B,S,C",2019,3
368,74%,"3- B,S,C",2019,3
368,76%,"3- B,S,C",2019,3
368,75%,"3- B,S,C",2021,2.75
368,74%,"3- B,S,C",2021,3
368,90%,"3- B,S,C",2021,3
369,70%,"2- B,S",2018,3
369,70%,"2- B,S",2018,3.25
369,70%,"2- B,S",2018,3.5
369,70%,"2- B,S",2018,3.75
370,77%,"3- B,S,C",2010,2.75
370,67%,"3- B,S,C",2019,2.75
371,70%,"2- B,S",2016,3.5
372,72%,"2- B,S",2017,3
372,72%,"2- B,S",2017,3.25
372,65%,"3- B,S,C",2017,3.5
372,65%,"2- B,S",2017,3.5
372,72%,"3- B,S,C",2019,3.75
373,70%,"3- B,S,C",2020,3.5
374,70%,"2- B,S",2015,3.5
374,75%,"2- B,S",2016,3.75
374,70%,"3- B,S,C",2019,3
375,65%,NA,2012,2.5
376,67%,"3- B,S,C",2010,2.75
376,72%,"3- B,S,C",2013,3
376,73%,"3- B,S,C",2013,3.25
377,72%,"3- B,S,C",2018,2.5
377,68%,"2- B,S",2018,3
377,72%,"3- B,S,C",2019,3
377,70%,"2- B,S",2019,3.5
377,72%,"2- B,S",2019,3.75
378,70%,"3- B,S,C",2021,2.75
378,70%,"3- B,S,C",2021,3.25
379,70%,"2- B,S",2015,2.75
379,70%,"2- B,S",2015,3
379,70%,"2- B,S",2015,3.25
380,70%,"2- B,S",2011,2.75
380,70%,"2- B,S",2011,2.75
380,70%,"3- B,S,C",2018,3.25
381,72%,"2- B,S",2016,3.5
381,76%,"3- B,S,C",2021,3.5
382,70%,NA,2014,3.25
383,70%,"3- B,S,C",2018,3.25
383,72%,"3- B,S,C",2021,3.5
383,75%,"2- B,S",2021,3.75
384,70%,NA,2015,3.25
384,63%,NA,2015,3.5
384,85%,NA,2015,3.5
385,70%,"3- B,S,C",2020,3
386,70%,"3- B,S,C",2015,3.5
386,80%,"3- B,S,C",2015,3.5
387,70%,"2- B,S",2018,3.5
388,71%,"2- B,S",2016,2.75
388,68%,"2- B,S",2016,2.75
388,68%,"2- B,S",2016,2.75
388,80%,"2- B,S",2016,3
389,58%,"3- B,S,C",2013,2.5
389,70%,"3- B,S,C",2013,3
390,71%,"4- B,S,C,V",2012,2.5
390,70%,"4- B,S,C,L",2013,3.75
390,78%,"4- B,S,C,L",2013,3.75
390,75%,"4- B,S,C,L",2014,2.75
390,70%,"4- B,S,C,L",2014,3
390,70%,"4- B,S,C,L",2014,3.25
390,67%,"3- B,S,C",2019,2.75
390,70%,"3- B,S,C",2019,3.25
391,85%,NA,2013,3.5
392,72%,"2- B,S",2014,2.25
392,70%,"2- B,S*",2014,2.5
392,73.5%,"2- B,S",2014,2.5
392,70%,"3- B,S,C",2014,3.5
393,70%,"2- B,S",2018,3.25
394,73%,"5- B,S,C,V,L",2006,2
394,75%,"5- B,S,C,V,L",2006,2.75
394,71%,"5- B,S,C,V,L",2006,3
394,73%,"5- B,S,C,V,L",2007,1
394,67%,"5- B,S,C,V,L",2008,3.75
394,70%,"5- B,S,C,V,L",2010,2.5
395,72%,"2- B,S",2015,2.25
395,72%,"2- B,S",2015,2.75
395,72%,"2- B,S",2015,3
395,72%,"2- B,S",2015,3
395,72%,"2- B,S",2018,3
396,75%,"3- B,S,C",2013,2.75
396,75%,"3- B,S,C",2013,3.5
397,72%,"3- B,S,C",2019,3.75
398,70%,"3- B,S,C",2018,3
399,72%,"3- B,S,C",2018,2.75
399,72%,"3- B,S,C",2018,3
399,72%,"3- B,S,C",2018,3
399,74%,"3- B,S,C",2019,2.75
399,72%,"3- B,S,C",2019,3.25
400,75%,"4- B,S*,V,L",2014,3
400,75%,"4- B,S*,V,L",2014,3
400,75%,"4- B,S*,V,L",2014,3.25
401,70%,NA,2012,3
401,70%,NA,2012,3
402,75%,"2- B,S",2012,2.75
402,70%,"2- B,S",2012,3
402,80%,"2- B,S",2012,3.25
403,70%,"2- B,S",2015,2.75
403,70%,"2- B,S",2015,3
403,70%,"2- B,S",2015,3.5
403,70%,"2- B,S",2015,3.75
403,70%,"2- B,S",2015,3.75
403,70%,"3- B,S,C",2020,3
403,70%,"3- B,S,C",2020,3.25
404,70%,"3- B,S,C",2016,3.5
405,70%,"5- B,S,C,V,L",2010,2.5
406,70%,"2- B,S",2015,3.75
406,70%,"2- B,S",2019,3.75
407,70%,"3- B,S,C",2015,3.75
407,75%,"3- B,S,C",2015,4
408,66%,"2- B,S",2014,2.75
408,70%,"2- B,S",2014,3
408,88%,"2- B,S",2014,3.25
408,74%,"2- B,S",2014,3.5
408,100%,1- B,2016,2.75
408,70%,"2- B,S",2016,3.5
409,70%,"2- B,S",2020,3
409,70%,"2- B,S",2020,3
409,70%,"2- B,S",2020,3.25
409,70%,"2- B,S",2020,3.25
409,70%,"2- B,S",2020,3.25
409,70%,"2- B,S",2020,3.75
409,70%,"2- B,S",2020,3.75
409,100%,1- B,2021,3
409,80%,"2- B,S",2021,3
409,70%,"2- B,S",2021,3.25
409,70%,"2- B,S",2021,3.25
409,70%,"2- B,S",2021,3.5
409,70%,"2- B,S",2021,3.75
410,70%,"3- B,S,C",2015,2.75
410,70%,"3- B,S,C",2015,3
411,70%,"2- B,S",2011,3.5
411,78%,"3- B,S,C",2018,3.75
412,67%,"3- B,S,C",2009,2.75
412,75%,"3- B,S,C",2009,3
412,72%,"3- B,S,C",2010,3
412,72%,"3- B,S,C",2010,3
413,76%,"5- B,S,C,V,L",2011,2
413,76%,"5- B,S,C,V,L",2011,2.75
413,85%,"5- B,S,C,V,L",2011,2.75
413,85%,"5- B,S,C,V,L",2011,3
414,80%,"4- B,S,C,L",2011,2.75
415,70%,"3- B,S,C",2014,3
415,66%,"3- B,S,C",2014,3.5
415,70%,"3- B,S,C",2016,3.75
415,73%,"3- B,S,C",2018,3
416,70%,"2- B,S",2020,3.25
416,70%,"2- B,S",2020,3.25
416,70%,"2- B,S",2020,3.5
417,75%,"3- B,S,C",2021,2.75
417,70%,"3- B,S,C",2021,3.25
417,75%,"3- B,S,C",2021,3.25
417,75%,"3- B,S,C",2021,3.5
418,74%,"3- B,S,C",2013,2.75
418,72%,"3- B,S,C",2013,2.75
418,72%,"3- B,S,C",2013,2.75
418,72%,"3- B,S,C",2013,3
418,72%,"3- B,S,C",2013,3
418,71%,"3- B,S,C",2018,3
419,70%,"3- B,S,C",2009,3
419,75%,"3- B,S,C",2009,3
419,68%,"3- B,S,C",2009,3.25
419,66%,"3- B,S,C",2011,3.75
419,68%,"3- B,S,C",2014,2.75
419,80%,"2- B,S",2014,3.25
420,60%,"5- B,S,C,V,L",2006,3
420,60%,"5- B,S,C,V,L",2009,3
421,65%,"4- B,S,C,L",2012,3
421,72%,"4- B,S,C,L",2012,3
422,100%,NA,2008,2
422,60%,"4- B,S,C,L",2008,2.75
422,72%,"4- B,S,C,L",2008,3
422,65%,"4- B,S,C,L",2008,3
422,70%,"4- B,S,C,L",2008,3.5
422,70%,"4- B,S,C,L",2011,3.5
422,85%,"4- B,S,C,L",2012,2.75
422,70%,"4- B,S,C,L",2012,4
422,70%,"4- B,S,C,L",2014,3.25
422,70%,"4- B,S,C,L",2014,3.5
422,70%,"4- B,S,C,L",2014,3.75
422,70%,"4- B,S,C,L",2014,4
422,70%,"4- B,S,C,L",2016,4
423,72%,"5- B,S,C,V,L",2018,3.25
423,70%,"5- B,S,C,V,L",2018,3.5
423,72%,"5- B,S,C,V,L",2018,3.75
424,72%,"2- B,S",2014,2.75
424,75%,"2- B,S",2014,2.75
424,75%,"2- B,S",2014,3.5
424,78%,"2- B,S",2014,3.75
424,70%,"2- B,S",2014,3.75
424,70%,"2- B,S",2015,3.25
424,70%,"2- B,S*",2015,3.25
424,72%,"2- B,S",2015,3.5
424,72%,"2- B,S",2015,3.75
424,70%,"2- B,S",2016,2.75
424,72%,"2- B,S",2016,3
424,72%,"2- B,S",2017,2.75
424,75%,"2- B,S",2017,2.75
424,70%,"2- B,S",2017,3.5
424,70%,"2- B,S",2019,3.5
425,76%,"2- B,S",2016,3
425,76%,"2- B,S",2019,2.75
425,76%,"2- B,S",2019,3
425,75%,"2- B,S",2019,3.25
425,76%,"2- B,S",2019,3.25
425,76%,"2- B,S",2019,3.25
425,71%,"2- B,S",2019,3.5
426,65%,"3- B,S,V",2014,3.5
427,70%,"2- B,S",2014,3
427,70%,"2- B,S",2014,3.5
427,70%,"2- B,S",2015,3.5
427,70%,"2- B,S",2016,3.25
428,75%,"3- B,S,C",2019,2.75
428,75%,"3- B,S,C",2019,2.75
428,75%,"3- B,S,C",2019,3
429,55%,"4- B,S,C,V",2013,2.5
429,70%,"4- B,S,C,V",2013,2.75
430,70%,"3- B,S,C",2007,4
430,67%,"3- B,S,C",2009,3.5
430,70%,"3- B,S,C",2009,3.5
430,75%,"3- B,S,C",2009,4
430,70%,"3- B,S,C",2011,3.75
430,67%,"3- B,S,C",2013,4
431,73%,"2- B,S*",2014,2.25
431,64%,"2- B,S*",2014,2.75
432,82%,"3- B,S,C",2015,3
433,75%,"3- B,S*,C",2018,3
434,70%,"4- B,S,C,L",2019,3.25
435,72%,"5- B,S,C,V,L",2006,3
435,72%,"5- B,S,C,V,L",2006,3.75
435,72%,"5- B,S,C,V,L",2006,4
435,85%,"5- B,S,C,V,L",2007,3.5
435,72%,"5- B,S,C,V,L",2007,3.75
435,70%,"5- B,S,C,V,L",2007,4
435,72%,"5- B,S,C,V,L",2007,4
435,72%,"5- B,S,C,V,L",2009,3
435,72%,"5- B,S,C,V,L",2009,3
435,75%,"5- B,S,C,V,L",2010,3
435,85%,"5- B,S,C,V,L",2010,3
435,75%,"5- B,S,C,V,L",2010,3.25
435,78%,"5- B,S,C,V,L",2010,3.75
435,70%,"5- B,S,C,V,L",2015,3.25
435,76%,"4- B,S,C,L",2019,3
435,70%,"4- B,S,C,L",2019,3
435,72%,"4- B,S,C,L",2021,3.5
436,70%,"3- B,S,C",2020,3
436,70%,"3- B,S,C",2020,3.5
436,73%,"3- B,S,C",2020,3.5
437,80%,"4- B,S,V,L",2016,2.5
438,73%,"2- B,S",2014,2.5
438,73%,"2- B,S",2014,3.25
438,73%,"2- B,S",2014,3.25
438,73%,"2- B,S",2014,3.5
438,62%,"3- B,S,C",2015,2.5
438,80%,"2- B,S",2015,2.75
438,80%,"3- B,S,C",2015,2.75
438,80%,"3- B,S,C",2015,2.75
438,80%,"2- B,S",2015,3.25
439,70%,"3- B,S,C",2020,3
439,70%,"3- B,S,C",2020,3
439,70%,"3- B,S,C",2020,3.25
440,76%,"3- B,S,C",2012,2.5
440,82%,"3- B,S,C",2012,2.75
441,71%,"3- B,S,C",2021,2.75
441,76%,"3- B,S,C",2021,3
441,66%,"3- B,S,C",2021,3
442,82%,"2- B,S",2010,3.75
442,70%,"2- B,S",2011,2.75
442,70%,"2- B,S",2011,3
442,70%,"2- B,S",2011,3.5
442,70%,"2- B,S",2011,3.5
442,70%,"2- B,S",2014,3.75
442,70%,"2- B,S",2016,3.75
442,70%,"2- B,S",2018,4
442,75%,"2- B,S",2021,3.75
442,70%,"2- B,S",2021,3.75
443,75%,"4- B,S,C,L",2006,3
443,75%,"4- B,S,C,L",2006,3
443,75%,"4- B,S,C,L",2006,3
443,75%,"4- B,S,C,L",2006,3
443,75%,"4- B,S,C,L",2006,3.5
443,75%,"4- B,S,C,L",2006,3.75
443,80%,"4- B,S,C,L",2006,3.75
443,75%,"4- B,S,C,L",2007,4
443,75%,"4- B,S,C,L",2008,2
443,100%,"2- B,C",2008,3
443,75%,"4- B,S,C,L",2008,3.5
443,75%,"4- B,S,C,L",2009,2
443,75%,"4- B,S,C,L",2010,3.5
443,75%,"4- B,S,C,L",2011,3.25
443,75%,"3- B,S,C",2015,3.25
443,75%,"4- B,S,C,L",2019,3
443,75%,"4- B,S,C,L",2019,3
443,75%,"4- B,S,C,L",2019,3
443,75%,"4- B,S,C,L",2019,3
443,75%,"4- B,S,C,L",2019,3
443,75%,"4- B,S,C,L",2019,3.25
443,75%,"4- B,S,C,L",2019,3.25
443,75%,"4- B,S,C,L",2019,3.5
443,75%,"4- B,S,C,L",2019,3.5
443,75%,"4- B,S,C,L",2019,3.5
444,75%,"2- B,S*",2018,3.25
444,75%,"2- B,S*",2018,3.25
445,70%,"2- B,S",2019,2.75
446,75%,"3- B,S,C",2014,2.75
446,85%,"3- B,S,C",2014,2.75
446,75%,"3- B,S,C",2014,3
446,72%,"3- B,S,C",2014,3.25
446,80%,"3- B,S,C",2015,2.75
446,70%,"3- B,S,C",2015,3.5
446,74%,"3- B,S,C",2015,3.5
446,77%,"3- B,S,C",2016,3.5
446,75%,"2- B,S",2017,3.75
446,72%,"3- B,S,C",2018,3.25
447,73%,"4- B,S,C,L",2012,2.75
447,73%,"4- B,S,C,L",2017,3.25
447,75%,"4- B,S,C,L",2017,3.25
447,75%,"4- B,S,C,L",2017,3.5
447,66%,"4- B,S,C,L",2017,3.5
447,65%,"4- B,S,C,L",2017,3.75
448,60%,"3- B,S,C",2012,3
448,65%,"3- B,S,C",2012,3.25
448,55%,"3- B,S,C",2013,2.75
448,75%,"3- B,S,C",2013,3.25
448,80%,"3- B,S,C",2013,3.25
448,85%,"3- B,S,C",2013,3.5
449,70%,"3- B,S,C",2018,3
449,70%,"3- B,S,C",2019,3.75
449,70%,"3- B,S,C",2020,3.5
449,70%,"3- B,S,C",2020,4
449,70%,"3- B,S,C",2021,3.75
450,70%,"3- B,S,C",2016,2.75
450,74%,"3- B,S,C",2016,3
451,85%,"3- B,S,C",2011,3.5
451,75%,"3- B,S,C",2012,3.25
451,75%,"3- B,S,C",2015,2.75
451,70%,"3- B,S,C",2016,3
451,70%,"3- B,S,C",2017,3.25
451,70%,"3- B,S,C",2017,3.5
452,70%,"5- B,S,C,V,L",2010,2.75
453,75%,NA,2010,3
454,70%,"2- B,S",2015,2.5
454,80%,"2- B,S",2015,3.25
454,73%,"2- B,S",2015,3.5
454,70%,"2- B,S",2021,3.25
455,75%,"3- B,S,C",2016,3.25
456,72%,"3- B,S,C",2018,3.5
456,72%,"3- B,S,C",2018,3.75
456,72%,"3- B,S,C",2018,3.75
456,72%,"3- B,S,C",2019,3.5
456,72%,"3- B,S,C",2019,3.5
456,72%,"3- B,S,C",2021,3.5
457,70%,NA,2012,2.5
458,75%,"4- B,S,C,L",2007,3
458,67%,"4- B,S,C,L",2007,3.5
458,75%,"4- B,S,C,L",2007,3.75
458,75%,"4- B,S,C,L",2009,2.5
458,75%,"4- B,S,C,L",2010,3.25
459,75%,"2- B,S",2011,3.5
459,75%,"2- B,S",2012,3.25
459,75%,"2- B,S",2012,3.5
459,75%,"2- B,S",2012,4
459,75%,"2- B,S",2013,3
459,75%,"2- B,S",2013,3.75
459,85%,"2- B,S",2015,3.5
459,70%,"2- B,S",2015,3.5
459,75%,"2- B,S",2016,3.75
459,75%,"3- B,S,C",2017,3.75
459,70%,"2- B,S",2019,3.5
459,80%,"2- B,S",2019,3.5
459,75%,"3- B,S,C",2020,3.5
460,72%,"3- B,S,C",2018,3
460,70%,"3- B,S,C",2019,2.5
460,70%,"3- B,S,C",2019,2.5
461,70%,"2- B,S",2016,3.25
461,70%,"2- B,S",2016,3.25
461,70%,"2- B,S",2016,3.25
462,75%,"5- B,S,C,V,L",2013,3.25
462,68%,"4- B,S,C,L",2013,3.25
463,66%,NA,2012,3.5
464,70%,"2- B,S",2008,2.75
464,70%,"2- B,S",2008,2.75
464,70%,"2- B,S",2008,3
464,70%,"2- B,S",2008,3
464,70%,"2- B,S",2009,3.5
464,75%,"2- B,S",2010,3.75
464,75%,"2- B,S",2011,3
464,75%,"2- B,S",2012,3.75
464,70%,"2- B,S",2013,3.5
464,70%,"2- B,S",2013,3.5
464,75%,"2- B,S",2013,3.75
464,75%,"2- B,S",2013,4
464,80%,"2- B,S",2014,3.75
464,75%,"2- B,S",2015,3.25
464,70%,"2- B,S",2015,3.75
464,75%,"2- B,S",2016,3.75
465,71%,"3- B,S,C",2011,2.5
465,77%,"3- B,S,C",2011,2.75
465,73%,"3- B,S,C",2011,3.5
465,70%,"3- B,S,C",2011,3.5
465,76%,"3- B,S,C",2012,2.25
465,84%,"3- B,S,C",2012,2.5
465,72%,"3- B,S,C",2012,2.5
465,73%,"3- B,S,C",2017,3.75
465,72%,"3- B,S,C",2021,3.75
466,72%,"3- B,S*,C",2017,2.75
466,75%,"3- B,S,C",2018,3
466,70%,"3- B,S,C",2018,3.5
466,77%,"2- B,S",2021,2.75
466,72%,"2- B,S",2021,3.5
467,100%,NA,2010,1.5
467,70%,NA,2010,3
467,64%,NA,2010,3.5
467,72%,NA,2010,3.5
467,72%,NA,2010,3.5
468,83%,"4- B,S*,C,V",2012,2.75
468,69%,"4- B,S*,C,V",2012,3.25
469,70%,"4- B,S,C,L",2008,3.5
469,70%,"4- B,S,C,L",2008,3.5
469,70%,"4- B,S,C,L",2008,3.5
469,70%,"4- B,S,C,L",2008,3.5
470,70%,"4- B,S,C,L",2017,3.25
471,53%,"5- B,S,C,V,L",2006,2
471,65%,"5- B,S,C,V,L",2006,3
471,70%,"5- B,S,C,V,L",2006,3.75
471,75%,"3- B,S,L",2009,2.75
471,70%,"5- B,S,C,V,L",2009,3
472,70%,"5- B,S,C,V,L",2011,2.75
473,82%,"5- B,S,C,V,L",2006,2
473,68%,"5- B,S,C,V,L",2006,2
473,70%,"5- B,S,C,V,L",2006,2
473,62%,"5- B,S,C,V,L",2006,3
473,70%,"5- B,S,C,V,L",2006,3.5
473,72%,"5- B,S,C,V,L",2007,3
473,62%,"5- B,S,C,V,L",2007,3
473,75%,"5- B,S,C,V,L",2007,3
473,75%,"5- B,S,C,V,L",2007,3.75
473,72%,"5- B,S,C,V,L",2008,3
473,68%,"5- B,S,C,V,L",2009,3.75
473,72%,"5- B,S,C,V,L",2009,3.75
473,65%,"5- B,S,C,V,L",2009,4
473,68%,"5- B,S,C,V,L",2010,3.5
473,65%,"5- B,S,C,V,L",2010,3.75
473,68%,"5- B,S,C,V,L",2011,3.75
473,78%,"4- B,S,C,L",2012,4
