id_manufacturer,cocoa_percent,ingredients,review_date,rating
159,70%,"2- B,S",2021,4
160,70%,"2- B,S",2011,3.25
160,70%,"2- B,S",2011,3.25
160,70%,"2- B,S",2011,3.25
161,70%,"2- B,S",2021,3
162,75%,"4- B,S,C,V",2009,3
162,60%,"4- B,S,C,V",2009,3.25
162,60%,"4- B,S,C,V",2011,3.5
162,75%,"4- B,S,C,V",2012,3
162,70%,"2- B,S",2012,3.25
162,70%,"2- B,S",2012,3.75
162,70%,"2- B,S",2012,3.75
162,70%,"2- B,S",2012,4
162,82%,"4- B,S,C,V",2014,3.25
163,72%,"2- B,S",2016,2.75
163,72%,"2- B,S",2016,3
163,70%,"2- B,S",2016,3.25
164,72%,"4- B,S,C,L",2019,3
164,70%,"4- B,S,C,L",2019,3.25
165,70%,"3- B,S,C",2015,3
165,70%,"3- B,S,C",2015,3
165,70%,"3- B,S,C",2015,3.25
165,70%,"3- B,S,C",2015,3.25
165,75%,"3- B,S,C",2016,3.25
166,58%,"4- B,S,C,L",2012,3.25
166,70%,"4- B,S,C,L",2013,2.5
166,70%,"4- B,S,C,L",2013,2.75
166,70%,"4- B,S,C,L",2013,2.75
167,72%,"3- B,S,C",2015,3.5
167,65%,"3- B,S,C",2015,3.5
168,70%,"3- B,S,C",2016,2.5
168,70%,"3- B,S,C",2016,3
169,66%,"4- B,S,C,V",2007,2.5
169,64%,"4- B,S,C,V",2007,3
169,71%,"4- B,S,C,V",2007,3
169,60%,"4- B,S,C,V",2007,3
169,64%,"4- B,S,C,V",2007,3
169,64%,"4- B,S,C,V",2007,3
170,66%,"4- B,S,C,V",2008,3.75
170,64%,"4- B,S,C,V",2009,3
171,70%,"2- B,S",2018,2.5
171,70%,"2- B,S",2018,2.5
171,80%,"2- B,S",2018,3
172,72%,"2- B,S",2016,2.5
172,72%,"2- B,S",2019,3
173,77%,"2- B,S",2007,3.5
173,77%,"2- B,S",2007,3.5
173,80%,"2- B,S",2008,2.75
174,80%,"2- B,S",2011,2.75
174,75%,"2- B,S",2011,2.75
174,74%,"2- B,S",2011,3
174,70%,"2- B,S",2011,3.25
174,75%,"2- B,S",2012,2.75
174,70%,"2- B,S",2013,3.25
174,76%,"2- B,S",2013,3.5
174,74%,"2- B,S",2014,3.5
174,70%,"2- B,S",2015,3.75
174,78%,"2- B,S",2016,3.5
174,70%,"2- B,S",2017,3.75
174,75%,"2- B,S",2017,3.75
174,72%,"2- B,S",2017,4
174,80%,"2- B,S",2018,3.75
174,72%,"2- B,S",2019,3.75
174,72%,"2- B,S",2019,4
174,73%,"2- B,S",2020,3.5
174,75%,"2- B,S",2021,3.75
174,72%,"2- B,S",2021,4
175,75%,"4- B,S,C,L",2019,2.5
175,70%,"4- B,S,C,L",2019,2.75
175,65%,"4- B,S,C,L",2019,3
175,75%,"4- B,S,C,L",2019,3
176,72%,"3- B,S,C",2014,3.25
176,72%,"3- B,S,C",2014,3.25
176,72%,"3- B,S,C",2014,3.5
176,85%,"3- B,S,C",2015,3
177,70%,NA,2009,3.75
178,70%,"3- B,S,L",2006,1.5
178,88%,"3- B,S,L",2008,3
179,70%,"2- B,S",2006,3
179,70%,"2- B,S",2006,3.25
179,70%,"2- B,S",2006,3.5
179,75%,"2- B,S",2007,3.25
179,60%,"2- B,S",2007,3.25
179,70%,"2- B,S",2007,3.5
179,70%,"2- B,S",2007,3.5
179,70%,"2- B,S",2007,3.75
179,70%,"2- B,S",2007,4
179,70%,"2- B,S",2007,4
179,70%,"2- B,S",2007,4
179,70%,"2- B,S",2008,3
179,70%,"2- B,S",2008,3
179,78%,"2- B,S",2008,3.5
179,70%,"2- B,S",2008,3.75
179,70%,"2- B,S",2010,3
179,70%,"2- B,S",2011,3.5
179,70%,"2- B,S",2012,3.5
179,70%,"2- B,S",2012,3.75
179,100%,NA,2013,3
179,70%,"2- B,S",2015,3.75
179,70%,"2- B,S",2015,3.75
179,70%,"2- B,S",2018,4
180,70%,"3- B,S,C",2015,2.5
180,80%,"3- B,S,C",2015,2.75
180,77%,"3- B,S,C",2015,2.75
180,75%,"3- B,S*,C",2016,2.75
180,71.50%,"3- B,S*,C",2018,2.75
180,72%,"3- B,S*,C",2018,3.5
180,80%,"2- B,S*",2018,3.5
180,78%,"3- B,S,C",2021,3.25
181,75%,"2- B,S",2019,2.5
181,70%,"2- B,S",2019,2.75
181,75%,"2- B,S",2019,3
182,70%,"3- B,S,C",2010,2.5
182,70%,"3- B,S,C",2010,3.5
182,72%,"3- B,S,C",2010,3.75
182,70%,"3- B,S,C",2010,3.75
182,72%,"3- B,S,C",2011,3
182,71%,"3- B,S,C",2011,3.25
182,65%,"3- B,S,C",2011,3.5
182,71%,"3- B,S,C",2011,3.5
182,72%,"3- B,S,C",2011,3.75
182,72%,"3- B,S,C",2012,3.75
182,70%,"4- B,S,C,L",2014,3.5
182,76%,"4- B,S,C,L",2014,3.75
182,70%,"4- B,S,C,L",2015,4
182,70%,"4- B,S,C,L",2017,2.75
182,80%,"4- B,S,C,L",2018,3.25
182,70%,"4- B,S,C,L",2019,3.5
182,70%,"4- B,S,C,L",2021,3.5
183,70%,"2- B,S",2015,3.25
184,82%,NA,2012,2.75
185,70%,"3- B,S,C",2015,3.25
185,70%,"3- B,S,C",2015,3.25
185,70%,"3- B,S,C",2015,3.5
185,70%,"3- B,S,C",2015,3.5
185,70%,"3- B,S,C",2015,4
185,70%,"3- B,S,C",2018,4
186,70%,"3- B,S,C",2014,3.25
186,70%,"3- B,S,C",2014,3.5
186,70%,"3- B,S,C",2014,3.75
187,70%,"3- B,S,C",2016,3.25
187,70%,"3- B,S,C",2016,3.25
188,72%,"3- B,S,C",2012,2.75
189,80%,"2- B,S",2019,3.5
190,68%,"2- B,S",2016,3
191,70%,"2- B,S",2020,3
191,70%,"2- B,S",2020,3
192,71%,"4- B,S,C,L",2008,2.75
192,75%,"4- B,S,C,L",2011,3.75
193,70%,"5- B,S,C,V,L",2006,2.75
193,74%,"5- B,S,C,V,L",2008,2.5
193,58%,"5- B,S,C,V,L",2008,2.5
193,61%,"5- B,S,C,V,L",2008,3
193,60.5%,"5- B,S,C,V,L",2009,2.75
193,70%,"5- B,S,C,V,L",2009,3
193,70%,"5- B,S,C,V,L",2015,3.75
194,70%,"3- B,S,C",2019,3.5
195,60%,"2- B,S",2013,2.75
195,70%,"2- B,S",2013,3.25
196,79%,"3- B,S,C",2015,3
196,78%,"3- B,S,C",2015,3.5
197,70%,"2- B,S",2018,3.25
197,70%,"2- B,S",2018,3.5
197,70%,"2- B,S",2018,3.5
197,70%,"2- B,S",2018,3.5
198,75%,"2- B,S",2016,3.25
198,72%,"2- B,S",2018,3
198,70%,"3- B,S,C",2019,2.5
198,80%,"3- B,S,C",2019,3
198,72%,"3- B,S,C",2019,3.5
199,80%,NA,2010,3.25
200,80%,"3- B,S,C",2014,3
200,70%,"3- B,S,C",2014,3.25
200,74%,"3- B,S,C",2014,3.25
201,72%,"4- B,S,C,V",2008,3
201,65%,"4- B,S,C,V",2009,2
201,74%,"4- B,S,C,V",2009,2.75
201,81%,"4- B,S,C,V",2009,3.5
201,70%,"4- B,S,C,V",2012,2.75
201,65%,"3- B,S,C",2021,3
201,70%,"2- B,S",2021,3.5
202,55%,"4- B,S,C,V",2011,2.5
202,55%,"4- B,S,C,V",2011,2.5
202,70%,"4- B,S,C,V",2011,2.5
202,62%,"4- B,S,C,V",2011,2.5
202,62%,"4- B,S,C,V",2011,2.75
203,80%,"3- B,S,C",2014,3
203,80%,"3- B,S,C",2014,3.5
203,80%,"3- B,S,C",2014,3.75
203,80%,"3- B,S,C",2018,3.5
203,70%,"3- B,S,C",2021,3
204,73%,"3- B,S,C",2019,3
205,75%,"2- B,S",2010,2.75
206,76%,"2- B,S",2016,2.5
206,76%,"2- B,S",2016,2.75
206,76%,"2- B,S",2016,3
207,62%,"5- B,S,C,V,L",2006,2
207,64%,"5- B,S,C,V,L",2006,3
207,65%,"5- B,S,C,V,L",2006,3
207,74%,"5- B,S,C,V,L",2006,3
207,72%,"5- B,S,C,V,L",2006,3.5
207,68%,"5- B,S,C,V,L",2006,4
207,58%,"5- B,S,C,V,L",2010,3.5
208,65%,"3- B,S,C",2014,2.25
208,85%,"3- B,S,C",2014,2.5
208,80%,"3- B,S,C",2014,3
208,70%,"3- B,S,C",2014,3.25
209,70%,"3- B,S,C",2020,2.75
209,70%,"3- B,S,C",2020,2.75
209,70%,"3- B,S,C",2020,3
209,70%,"3- B,S,C",2020,3.25
210,73%,"4- B,S,C,L",2019,3.25
210,72%,"4- B,S,C,L",2019,3.5
210,69%,"4- B,S,C,L",2019,3.5
210,72%,"4- B,S,C,L",2019,3.75
211,75%,"2- B,S",2018,2.75
211,75%,"2- B,S",2018,2.75
211,75%,"2- B,S",2018,3
211,75%,"2- B,S",2018,3.5
212,70%,"3- B,S,C",2018,3
212,68%,"3- B,S,C",2018,3.5
212,70%,"3- B,S,C",2018,3.5
213,72%,"3- B,S*,C",2014,2.75
214,70%,"6-B,S,C,V,L,Sa",2016,2.75
214,80%,"6-B,S,C,V,L,Sa",2016,2.75
215,70%,"2- B,S",2016,2.75
215,75%,"2- B,S",2016,3.5
215,67%,"2- B,S",2016,3.75
215,72%,"2- B,S",2018,2.75
215,70%,"2- B,S",2018,3
215,70%,"2- B,S",2018,3
215,70%,"2- B,S",2018,3.25
215,68%,"2- B,S",2018,3.5
215,70%,"2- B,S",2019,3
215,70%,"2- B,S",2019,3.5
215,72%,"2- B,S",2021,3.5
215,72%,"2- B,S",2021,3.5
216,70%,"2- B,S",2019,3
216,70%,"2- B,S",2019,3
216,70%,"2- B,S",2019,3
216,70%,"2- B,S",2019,3
216,70%,"2- B,S",2019,3.25
216,70%,"2- B,S",2019,3.75
216,70%,"2- B,S",2019,3.75
217,60%,"3- B,S,C",2012,3.5
217,70%,"3- B,S,C",2012,3.75
217,70%,"3- B,S,C",2014,3.5
217,70%,"3- B,S,C",2014,3.75
217,60%,"4- B,S,C,L",2018,2.5
217,70%,"3- B,S,C",2018,3
217,85%,"2- B,S",2018,3
217,70%,"3- B,S,C",2018,3.25
217,72%,"2- B,S",2018,3.5
218,60%,"4- B,S,C,L",2014,3.5
218,65%,"4- B,S,C,L",2014,3.5
218,80%,"4- B,S,C,L",2015,3
218,70%,"4- B,S,C,L",2015,3.5
218,75%,"4- B,S,C,L",2015,3.5
219,70%,"2- B,S",2011,3.5
219,65%,"2- B,S",2011,3.5
219,81%,"2- B,S*",2012,2
219,70%,"2- B,S",2012,2.5
219,66%,"2- B,S*",2012,3.5
219,66%,"2- B,S",2013,3.5
219,80%,"2- B,S",2014,3
219,68%,"2- B,S",2014,3.25
219,73%,"2- B,S",2015,3.5
219,70%,"2- B,S",2017,3.5
219,71%,"3- B,S,C",2019,3.25
220,80%,"3- B,S,C",2009,2.75
220,70%,"3- B,S,C",2009,3
220,70%,"3- B,S,C",2009,3.25
220,65%,"3- B,S,C",2009,3.5
220,74%,"3- B,S,C",2011,2.75
220,74%,"3- B,S,C",2011,2.75
220,74%,"3- B,S,C",2011,3
220,70%,"3- B,S,C",2011,3.25
220,72%,"3- B,S,C",2011,3.25
220,76%,"3- B,S,C",2011,3.25
220,72%,"3- B,S,C",2011,3.5
220,70%,"3- B,S,C",2011,3.5
220,70%,"3- B,S,C",2011,4
220,69%,"2- B,S",2012,3
220,69%,"2- B,S",2012,3.5
220,69%,"2- B,S",2012,3.5
220,74%,"3- B,S,C",2012,4
220,69%,"2- B,S",2012,4
220,72%,"3- B,S,C",2013,3.25
220,72%,"3- B,S,C",2013,3.75
220,70%,"3- B,S,C",2013,3.75
220,70%,"3- B,S,C",2013,4
220,70%,"3- B,S,C",2014,3
220,70%,"3- B,S,C",2014,3.5
220,70%,"3- B,S,C",2014,3.5
220,70%,"3- B,S,C",2014,3.5
220,70%,"3- B,S,C",2017,3.5
220,70%,"3- B,S,C",2017,3.5
220,70%,"3- B,S,C",2017,3.75
220,72%,"3- B,S,C",2018,3.25
220,72%,"3- B,S,C",2018,3.5
220,74%,"3- B,S,C",2021,3
220,68%,"3- B,S,C",2021,3.25
220,74%,"3- B,S,C",2021,3.25
220,68%,"3- B,S,C",2021,3.5
220,70%,"3- B,S,C",2021,3.5
220,70%,"3- B,S,C",2021,3.5
220,70%,"3- B,S,C",2021,3.75
220,68%,"3- B,S,C",2021,4
221,70%,"2- B,S",2017,3.5
221,70%,"2- B,S",2017,3.75
222,70%,"2- B,S",2014,3.5
222,70%,"2- B,S",2014,3.5
222,70%,"2- B,S",2014,4
223,70%,"2- B,S",2016,3.5
223,70%,"3- B,S,C",2017,3.75
223,60%,"3- B,S,C",2018,3
223,70%,"3- B,S,C",2018,3
223,70%,"3- B,S,C",2018,3.25
223,70%,"3- B,S,C",2018,3.25
223,68%,"3- B,S,C",2018,3.5
223,70%,"3- B,S,C",2018,3.5
223,70%,"3- B,S,C",2018,3.75
223,70%,"3- B,S,C",2018,3.75
223,70%,"3- B,S,C",2018,3.75
223,70%,"3- B,S,C",2018,4
223,70%,"3- B,S,C",2018,4
224,70%,"3- B,S,C",2011,3.25
224,70%,"3- B,S,C",2011,3.5
224,70%,"3- B,S,C",2011,3.5
224,70%,"3- B,S,C",2012,3.25
224,70%,"3- B,S,C",2012,3.25
224,70%,"3- B,S,C",2012,3.25
224,70%,"3- B,S,C",2012,3.75
224,70%,"3- B,S,C",2013,3.25
224,70%,"3- B,S,C",2013,3.5
224,70%,"3- B,S,C",2014,3.5
224,60%,"3- B,S,C",2015,3
224,85%,"3- B,S,C",2015,3.25
225,70%,"3- B,S,C",2011,3
225,66%,"3- B,S,C",2011,3.25
225,70%,"3- B,S,C",2012,2.5
225,75%,"3- B,S,C",2013,3
225,70%,"3- B,S,C",2013,3.75
225,76%,"3- B,S,C",2014,3
225,70%,"3- B,S,C",2014,3.75
225,74%,"2- B,S",2016,3.75
225,74%,"2- B,S",2016,4
225,85%,"2- B,S",2019,3.5
225,74%,"2- B,S",2019,3.75
225,77%,"2- B,S",2021,3.25
225,68%,"4- B,S,C,V",2021,3.75
225,72%,"3- B,S,C",2021,3.75
226,70%,"3- B,S,C",2018,2.5
226,70%,"2- B,S",2018,3
226,70%,"2- B,S",2018,3
226,70%,"3- B,S,C",2018,3.5
227,85%,"3- B,S,V",2014,2.5
228,65%,"4- B,S,C,L",2015,3.25
228,70%,"4- B,S,C,L",2015,3.5
228,80%,"4- B,S,C,L",2015,3.5
228,75%,"4- B,S,C,L",2015,3.5
228,70%,"4- B,S,C,L",2015,4
228,77%,"3- B,S,C",2017,3.5
228,75%,"3- B,S,C",2017,3.5
228,72%,"3- B,S,C",2018,2.75
228,75%,"3- B,S,C",2019,2.75
229,66%,"2- B,S",2015,3
229,70%,"2- B,S",2016,3.5
230,77%,"3- B,S,C",2016,2.75
230,77%,"3- B,S,C",2016,3.25
230,77%,"3- B,S,C",2016,3.25
230,70%,"3- B,S,C",2017,3.25
230,73%,"3- B,S,C",2019,2.5
230,73%,"3- B,S,C",2019,3
230,70%,"3- B,S,C",2021,3.75
231,70%,"2- B,S",2018,2.75
231,70%,"2- B,S",2021,3
231,70%,"2- B,S",2021,3.25
231,70%,"2- B,S",2021,3.25
232,72%,"5- B,S,C,V,L",2011,3
233,72%,"3- B,S,C",2021,3.5
233,70%,"3- B,S,C",2021,3.5
233,75%,"3- B,S,C",2021,3.5
233,73%,"3- B,S,C",2021,3.5
234,70%,"5- B,S,C,V,L",2006,2.5
235,70%,"2- B,S",2016,3.5
235,73%,"2- B,S",2019,2.5
236,70%,"3- B,S,C",2021,3
237,71%,"5- B,S,C,V,L",2008,2.5
237,60%,"5- B,S,C,V,L",2009,2.75
237,82%,"5- B,S,C,V,L",2010,3.25
238,64%,"4- B,S,C,L",2009,3
238,64%,"4- B,S,C,L",2009,3
238,64%,"4- B,S,C,L",2009,3
238,76%,"4- B,S,C,L",2009,3
238,64%,"4- B,S,C,L",2009,3.25
238,70%,"4- B,S,C,L",2018,2.75
239,65%,"5- B,S,C,V,L",2006,2.5
239,65%,"5- B,S,C,V,L",2006,3
239,61%,"5- B,S,C,V,L",2006,3
239,65%,"5- B,S,C,V,L",2006,3.5
239,65%,"5- B,S,C,V,L",2006,3.5
239,61%,"5- B,S,C,V,L",2006,3.5
239,72%,"5- B,S,C,V,L",2007,3.5
239,65%,"5- B,S,C,V,L",2008,3
239,64%,"5- B,S,C,V,L",2008,3
239,65%,"5- B,S,C,V,L",2008,3.5
239,55%,"5- B,S,C,V,L",2009,3
239,91%,"5- B,S,C,V,L",2009,3
239,70%,"5- B,S,C,V,L",2009,3.5
239,65%,"5- B,S,C,V,L",2010,3
239,72%,"5- B,S,C,V,L",2011,2.75
239,61%,"5- B,S,C,V,L",2011,3.25
239,72%,"5- B,S,C,V,L",2011,3.25
239,65%,"5- B,S,C,V,L",2013,2.75
239,65%,"5- B,S,C,V,L",2013,2.75
239,65%,"5- B,S,C,V,L",2013,3.25
239,65%,"5- B,S,C,V,L",2013,3.5
239,70%,"5- B,S,C,V,L",2015,3.75
240,100%,NA,2014,2
240,80%,"3- B,S,C",2014,2.75
240,74%,"3- B,S,C",2014,2.75
240,65%,"3- B,S,C",2014,2.75
240,70%,"3- B,S,C",2014,3
240,80%,"3- B,S,C",2014,3
240,75%,"3- B,S,C",2014,3.25
240,66%,"3- B,S,C",2014,3.25
240,70%,"3- B,S,C",2014,3.5
241,77%,"4- B,S,C,V",2007,2.5
242,55%,"4- B,S,C,L",2014,2.75
242,70%,"4- B,S,C,L",2014,3
243,70%,NA,2011,3
244,67%,"3- B,S,C",2015,3
244,77%,"3- B,S,C",2015,3.5
244,74%,"3- B,S,C",2015,3.5
244,85%,"3- B,S,C",2016,3.25
244,75%,"3- B,S,C",2018,3
245,70%,"3- B,S,C",2019,3
245,70%,"3- B,S,C",2019,3.25
246,65%,"3- B,S,C",2019,2.75
246,72%,"3- B,S,C",2019,3.25
246,70%,"3- B,S,C",2019,3.5
247,70%,"2- B,S",2021,3.5
248,64%,"3- B,S,L",2016,2.75
249,71%,"4- B,S,C,L",2019,2.5
249,71%,"4- B,S,C,L",2019,2.5
249,71%,"4- B,S,C,L",2019,3
250,70%,"3- B,S,C",2016,3.25
251,74%,"3- B,S,C",2016,3.5
252,67%,"3- B,S,C",2014,3
252,67%,"3- B,S,C",2014,3.5
252,67%,"3- B,S,C",2014,3.75
252,67%,"3- B,S,C",2014,3.75
253,72%,"3- B,S,C",2016,3.5
254,70%,"3- B,S,C",2016,3.5
255,77%,"3- B,S,C",2016,3.5
256,68%,"3- B,S,C",2016,3.75
256,72%,"3- B,S,C",2016,4
257,57%,"3- B,S,C",2015,2.75
257,74%,"3- B,S,C",2015,3.5
258,70%,"2- B,S",2021,2.75
258,70%,"2- B,S",2021,3.25
259,70%,"2- B,S*",2015,2.75
259,74%,"2- B,S*",2015,3
259,70%,"2- B,S*",2015,3
259,73%,"2- B,S*",2015,3.25
259,70%,"2- B,S*",2015,3.25
259,70%,"2- B,S*",2018,2.25
259,73%,"2- B,S*",2018,2.5
259,74%,"2- B,S*",2018,2.75
259,70%,"2- B,S*",2018,3
259,71%,"2- B,S*",2018,3.5
260,70%,"3- B,S,C",2016,2.75
260,72%,"3- B,S,C",2016,2.75
260,75%,"3- B,S,C",2016,3.25
260,66%,"3- B,S,C",2016,3.5
260,68%,"3- B,S,C",2019,3.25
260,85%,"3- B,S,C",2019,3.5
261,80%,"4- B,S,C,L",2009,2
261,80%,"2- B,S",2009,2.5
261,72%,"2- B,S",2009,3
261,58%,"4- B,S,C,L",2009,3.25
261,58%,"4- B,S,C,L",2009,3.5
262,70%,"2- B,S",2009,2.5
262,70%,"2- B,S",2009,2.75
262,70%,"2- B,S",2009,3.5
262,75%,"2- B,S",2009,3.75
262,70%,"4- B,S,C,L",2015,3.5
262,70%,"4- B,S,C,L",2015,3.5
262,70%,"4- B,S,C,L",2015,3.5
262,70%,"4- B,S,C,L",2015,3.5
262,70%,"4- B,S,C,L",2016,2.75
263,72%,"2- B,S*",2014,2.5
264,100%,NA,2013,1.75
264,70%,"2- B,S",2013,4
264,70%,"2- B,S",2015,2.75
264,75%,"4- B,S,C,L",2018,2.75
264,72%,"4- B,S,C,L",2019,3
264,80%,"4- B,S,C,L",2019,3
265,80%,NA,2008,2.5
265,75%,"4- B,S,C,L",2008,2.75
265,72%,"3- B,S,C",2008,3
265,72%,"4- B,S,C,L",2008,3
265,70%,NA,2010,2.75
265,70%,"4- B,S,C,L",2010,2.75
265,70%,NA,2010,3
265,80%,"4- B,S,C,L",2011,3
265,65%,"4- B,S,C,L",2011,3
265,65%,"4- B,S,C,L",2011,3.25
265,66%,"4- B,S,V,L",2012,3.5
265,100%,1- B,2013,2.5
265,100%,NA,2013,2.75
265,100%,NA,2013,2.75
265,75%,"4- B,S,C,L",2013,3
265,90%,"2- B,S",2013,3
265,72%,"4- B,S,C,L",2013,3
265,80%,"4- B,S,C,L",2013,3.5
265,82%,"2- B,S",2013,3.5
266,70%,"3- B,S,C",2013,3.25
266,70%,"3- B,S,C",2013,3.75
266,70%,"3- B,S,C",2014,3
266,70%,"3- B,S,C",2014,3
266,70%,"3- B,S,C",2014,3
266,70%,"3- B,S,C",2014,3.5
266,70%,"3- B,S,C",2014,3.75
266,70%,"3- B,S,C",2015,3.5
267,72%,"3- B,S,C",2011,3.25
267,72%,"3- B,S,C",2011,3.5
267,72%,"3- B,S,C",2011,3.75
267,72%,"3- B,S,C",2011,3.75
267,72%,"3- B,S,C",2011,3.75
267,74%,"3- B,S,C",2011,4
267,70%,"3- B,S,C",2011,4
267,72%,"3- B,S,C",2011,4
267,72%,"3- B,S,C",2011,4
267,72%,"3- B,S,C",2013,3.75
268,61%,"4- B,S,C,L",2016,2.5
269,77%,"3- B,S,C",2014,3
269,72%,"3- B,S,C",2017,3.25
270,72%,"4- B,S*,C,L",2012,2.75
270,72%,"4- B,S*,C,L",2012,3
271,72%,"2- B,S",2014,2.25
271,72%,"2- B,S",2014,3.25
271,72%,"2- B,S",2014,3.25
271,72%,"2- B,S",2014,3.5
272,72%,"4- B,S,C,L",2018,2.75
273,70%,"2- B,S",2015,2.75
273,70%,"2- B,S",2015,3.5
274,71%,"5- B,S,C,V,L",2006,2
275,72%,"3- B,S,C",2018,3.25
276,67%,"4- B,S,C,L",2017,3
276,75%,"4- B,S,C,L",2017,3
276,72%,"3- B,S,C",2017,3.5
276,65%,"4- B,S,C,L",2017,3.5
276,70%,"4- B,S,C,L",2017,3.5
276,68%,"5- B,S,C,V,L",2017,3.5
276,78%,"4- B,S,C,L",2017,3.75
276,66%,"4- B,S,C,L",2018,3
276,73%,"4- B,S,C,L",2018,3.25
276,80%,"4- B,S,C,L",2018,3.25
277,63%,"2- B,S",2015,2.75
277,75%,"3- B,S,C",2020,2.75
279,70%,"3- B,S,C",2018,3
279,70%,"3- B,S,C",2018,3.5
279,70%,"3- B,S,C",2018,3.5
279,70%,"3- B,S,C",2018,3.75
280,82%,"5- B,S,C,V,L",2013,3
280,55%,"5- B,S,C,V,L",2013,3.25
280,62%,"5- B,S,C,V,L",2013,3.25
280,70%,"5- B,S,C,V,L",2013,3.5
280,68%,"4- B,S,C,L",2020,3.75
280,70%,"3- B,S,C",2020,3.75
280,67%,"4- B,S,C,L",2020,3.75
281,70%,"3- B,S,C",2019,3
281,72%,"4- B,S,C,L",2019,3
281,71.50%,"3- B,S,C",2019,3.5
281,68%,"4- B,S,C,L",2019,3.75
281,65%,"4- B,S,C,L",2019,3.75
282,75%,"3- B,S,C",2019,3
282,75%,"3- B,S,C",2019,3
282,75%,"3- B,S,C",2019,3.25
283,65%,NA,2009,3.75
283,64%,NA,2012,2.5
284,85%,"4- B,S,C,V",2008,2.5
284,75%,"4- B,S,C,V",2008,2.5
284,75%,"4- B,S,C,V",2008,2.75
284,85%,"4- B,S,C,V",2008,2.75
284,70%,"4- B,S,C,V",2008,3
284,85%,"4- B,S,C,V",2008,3
284,85%,"4- B,S,C,V",2008,3
284,70%,"4- B,S,C,V",2008,3.5
285,70%,NA,2009,2.75
285,80%,NA,2009,2.75
286,70%,"3- B,S,C",2021,3.25
286,70%,"3- B,S,C",2021,3.5
287,70%,"3- B,S,C",2013,3.75
288,72%,"5- B,S,C,V,L",2009,2
289,70%,"3- B,S,C",2020,3.25
290,60%,"2- B,S",2014,3
291,70%,"2- B,S",2017,3
291,70%,"2- B,S",2017,3
291,70%,"2- B,S",2017,3.25
291,70%,"2- B,S",2018,3
291,70%,"2- B,S",2018,3.25
291,70%,"2- B,S",2018,3.75
291,70%,"2- B,S",2019,3
291,70%,"2- B,S",2019,3.25
292,72%,"2- B,S",2014,2.5
292,72%,"3- B,S,C",2014,2.75
292,72%,"3- B,S,C",2014,3
292,72%,"3- B,S,C",2014,3.25
292,90%,"2- B,S",2014,3.25
292,72%,"3- B,S,C",2014,3.25
292,72%,"3- B,S,C",2014,3.25
278,70%,"4- B,S,C,L",2016,2.75
278,70%,"4- B,S,C,L",2016,3.25
278,70%,"4- B,S,C,L",2016,3.75
278,70%,"4- B,S,C,L",2016,3.75
293,72.5%,"5-B,S,C,V,Sa",2014,2.5
293,72.5%,"5-B,S,C,V,Sa",2014,2.5
293,72.5%,"5-B,S,C,V,Sa",2014,3
293,72.5%,"5-B,S,C,V,Sa",2014,3
294,68%,"5- B,S,C,V,L",2009,3
294,64%,"5- B,S,C,V,L",2009,3.5
294,71%,"5- B,S,C,V,L",2010,3
294,75%,"5- B,S,C,V,L",2010,3.25
294,74%,"5- B,S,C,V,L",2010,3.75
294,74%,"5- B,S,C,V,L",2011,3.75
294,74%,"5- B,S,C,V,L",2012,3.25
294,68%,"5- B,S,C,V,L",2012,3.75
294,70%,"5- B,S,C,V,L",2012,4
296,68%,"3- B,S,C",2019,3
297,70%,NA,2016,2.25
297,70%,NA,2016,2.5
297,70%,NA,2016,3
297,70%,NA,2016,3
298,70%,"2- B,S",2018,3
298,75%,"2- B,S",2018,3
298,70%,"4- B,S,C,L",2018,3.25
298,70%,"2- B,S",2018,3.25
299,70%,"2- B,S",2018,3.5
299,70%,"2- B,S",2018,3.5
299,72%,"2- B,S",2019,3.5
300,74%,"4- B,S,C,L",2008,3.5
300,60%,"4- B,S,C,L",2009,3
300,68%,"4- B,S,C,L",2009,3.25
300,69%,"4- B,S,C,L",2009,3.5
300,60%,"4- B,S,C,L",2009,3.75
300,68%,"4- B,S,C,L",2011,3.5
300,66%,"4- B,S,C,L",2012,3.5
300,74%,"4- B,S,C,L",2013,2.75
300,60%,"4- B,S,C,L",2013,3.25
300,56%,"4- B,S,C,L",2013,3.25
301,72%,NA,2011,2.5
302,60%,NA,2011,3.25
303,70%,"2- B,S",2018,3
303,70%,"2- B,S",2018,3.5
303,70%,"2- B,S",2018,3.5
304,70%,"4- B,S,C,L",2014,2.75
304,68%,"4- B,S,C,L",2014,2.75
304,75%,"4- B,S,C,L",2015,2.75
304,75%,"4- B,S,C,L",2015,2.75
304,75%,"4- B,S,C,L",2015,3
304,75%,"4- B,S,C,L",2015,3
304,75%,"4- B,S,C,L",2015,3.25
304,75%,"4- B,S,C,L",2015,3.25
304,75%,"4- B,S,C,L",2015,3.5
304,75%,"4- B,S,C,L",2015,3.75
305,70%,NA,2012,3.5
306,75%,NA,2009,2.5
295,75%,"5- B,S,C,V,L",2012,3
295,75%,"5- B,S,C,V,L",2012,3
295,72%,"5- B,S,C,V,L",2012,3
295,80%,"2- B,S",2016,3.5
307,71%,"3- B,S,C",2018,3
307,70%,"3- B,S,C",2018,3.25
307,73%,"3- B,S,C",2018,3.5
308,74%,"3- B,S,C",2017,3.75
309,70%,"3- B,S,C",2019,2.75
309,70%,"3- B,S,C",2019,3.25
